"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
5.041786020E-1	-6.439523697E-1	-2.030926704E0	-1.166464612E-1
5.061022310E-1	-6.402239203E-1	-2.208825827E0	2.130528912E-3
5.082084480E-1	-6.269081235E-1	-2.376605034E0	1.251685768E-1
5.095160000E-1	-6.082659960E-1	-2.541188478E0	2.396845073E-1
5.122649480E-1	-5.784385800E-1	-2.689792633E0	3.494067490E-1
5.142723460E-1	-5.352953672E-1	-2.816559315E0	4.495415986E-1
5.163105250E-1	-4.820321798E-1	-2.927879333E0	5.400890708E-1
5.178236920E-1	-4.223773479E-1	-3.023220539E0	6.189186573E-1
5.203031790E-1	-3.542004228E-1	-3.108441591E0	6.807039976E-1
5.222968330E-1	-2.849582434E-1	-3.190467119E0	7.302387953E-1
5.242404230E-1	-2.125202566E-1	-3.269296646E0	7.653924823E-1
5.256091920E-1	-1.422128081E-1	-3.351321936E0	7.872304320E-1
5.283549870E-1	-7.989483327E-2	-3.444000006E0	8.000136018E-1
5.303801920E-1	-2.077265643E-2	-3.546265364E0	7.973504663E-1
5.323857560E-1	3.195793182E-2	-3.657052994E0	7.861651778E-1
5.336857310E-1	8.415589482E-2	-3.769438267E0	7.637946010E-1
5.364434480E-1	1.262338310E-1	-3.866909981E0	7.350324988E-1
5.384726410E-1	1.661812514E-1	-3.948402643E0	6.977482438E-1
5.404667170E-1	2.055960447E-1	-4.008057594E0	6.593986750E-1
5.418278850E-1	2.396845073E-1	-4.049070358E0	6.056028605E-1
5.445235640E-1	2.673813701E-1	-4.070908070E0	5.560680628E-1
5.464537690E-1	2.929477394E-1	-4.081027985E0	5.054680109E-1
5.485551790E-1	3.147856593E-1	-4.079430103E0	4.538026452E-1
5.498642310E-1	3.281014562E-1	-4.067179680E0	4.063983858E-1
5.526123710E-1	3.328951299E-1	-4.046939850E0	3.600593805E-1
5.546413710E-1	3.307646215E-1	-4.018177509E0	3.243730366E-1
5.566428330E-1	3.163835406E-1	-3.974501610E0	2.865561247E-1
5.581300000E-1	2.940129936E-1	-3.922836304E0	2.631203234E-1
5.606361020E-1	2.657834888E-1	-3.856790066E0	2.455434501E-1
5.625437310E-1	2.253034264E-1	-3.784884691E0	2.332929224E-1
5.645185770E-1	1.778991669E-1	-3.697000265E0	2.284992188E-1
5.660186540E-1	1.219727769E-1	-3.600061178E0	2.311623842E-1
5.687042940E-1	2.929477207E-2	-3.425890446E0	2.460760921E-1
5.706735380E-1	-3.302319720E-2	-3.286873579E0	2.583266199E-1
5.727358330E-1	-1.006674916E-1	-3.136671305E0	2.796319127E-1
5.740193080E-1	-1.741707325E-1	-2.967294216E0	3.041329980E-1
5.767936400E-1	-2.444781959E-1	-2.781405449E0	3.328951299E-1
5.788229100E-1	-3.153182864E-1	-2.582733631E0	3.675162494E-1
5.808347170E-1	-3.840278387E-1	-2.364886999E0	4.026699662E-1
5.821654620E-1	-4.474110603E-1	-2.131061554E0	4.394215941E-1
5.848921790E-1	-5.107942820E-1	-1.890844464E0	4.852279723E-1
5.869212560E-1	-5.741775632E-1	-1.652757764E0	5.294364095E-1
5.889377560E-1	-6.391586661E-1	-1.427454352E0	5.800365210E-1
5.902402310E-1	-7.073355913E-1	-1.217597246E0	6.290386319E-1
5.929945630E-1	-7.760451436E-1	-1.024784446E0	6.775081754E-1
5.949643460E-1	-8.394283652E-1	-8.538094759E-1	7.281082273E-1
5.970251020E-1	-8.985505700E-1	-7.041398287E-1	7.723167539E-1
5.984672690E-1	-9.518138170E-1	-5.752428174E-1	8.138620257E-1
6.010283330E-1	-1.000815988E0	-4.697816372E-1	8.522115946E-1
6.029933080E-1	-1.045024395E0	-3.856257200E-1	8.825715780E-1
6.049416920E-1	-1.081243396E0	-3.227751255E-1	9.294432402E-1
6.063223850E-1	-1.115331888E0	-2.780340314E-1	9.954896569E-1
6.089565000E-1	-1.147289872E0	-2.482066154E-1	1.056742311E0
6.111106790E-1	-1.173921466E0	-2.423476577E-1	1.108940244E0
6.131719860E-1	-1.189367771E0	-2.444781959E-1	1.159007788E0
6.144327310E-1	-1.204814076E0	-2.567287385E-1	1.202683568E0
6.171859480E-1	-1.210673094E0	-2.711097896E-1	1.237837315E0
6.192143710E-1	-1.219195127E0	-2.743056118E-1	1.262871027E0
6.212261400E-1	-1.239435196E0	-2.545982003E-1	1.277784705E0
6.225680770E-1	-1.261805773E0	-2.173139453E-1	1.283111095E0
6.252824090E-1	-1.278317332E0	-1.965412945E-1	1.276186824E0
6.272668080E-1	-1.282578349E0	-2.178465873E-1	1.257012010E0
6.293132940E-1	-1.266066790E0	-2.812298238E-1	1.239435196E0
6.309336920E-1	-1.240500450E0	-3.621899188E-1	1.220260382E0
6.333703330E-1	-1.214401484E0	-4.607268870E-1	1.218662500E0
6.352734610E-1	-1.187769890E0	-5.608617067E-1	1.216531992E0
6.374151020E-1	-1.159540415E0	-6.476807594E-1	1.218129873E0
6.389119230E-1	-1.129180312E0	-7.169229984E-1	1.225054145E0
6.414065630E-1	-1.091363430E0	-7.707188129E-1	1.238902569E0
6.432805000E-1	-1.050883412E0	-8.202536106E-1	1.258610010E0
6.453828850E-1	-1.011468649E0	-8.676578999E-1	1.280447841E0
6.467786150E-1	-9.699232578E-1	-9.150621891E-1	1.308677435E0
6.494337310E-1	-9.321063757E-1	-9.731190801E-1	1.339570045E0
6.514154610E-1	-8.974853158E-1	-1.041296005E0	1.377386928E0
6.534636150E-1	-8.703210354E-1	-1.121190786E0	1.415203810E0
6.547542690E-1	-8.463526368E-1	-1.211738348E0	1.454085946E0
6.575416400E-1	-8.335694075E-1	-1.310807943E0	1.504685998E0
6.595699860E-1	-8.245146871E-1	-1.429052234E0	1.543035507E0
6.615954480E-1	-8.207862377E-1	-1.550492406E0	1.597896695E0
6.628703850E-1	-8.186557293E-1	-1.660214663E0	1.660214663E0
6.656510250E-1	-8.197209835E-1	-1.760882139E0	1.731054783E0
6.675864230E-1	-8.303736448E-1	-1.889246464E0	1.854092836E0
6.696809090E-1	-8.383631110E-1	-1.963282347E0	1.940911889E0
6.712366920E-1	-8.452873230E-1	-2.031991959E0	2.037318230E0
6.737363320E-1	-8.538094759E-1	-2.087918282E0	2.134789944E0
6.757642550E-1	-8.596684337E-1	-2.137453079E0	2.233859539E0
6.777657170E-1	-8.665926456E-1	-2.169943810E0	2.330265999E0
6.792303460E-1	-8.703210354E-1	-2.182726860E0	2.427205086E0
6.817581400E-1	-8.681905270E-1	-2.187520504E0	2.515621901E0
6.837227310E-1	-8.639294505E-1	-2.177933216E0	2.597114801E0
6.856989610E-1	-8.580704927E-1	-2.158225775E0	2.669552803E0
6.872284230E-1	-8.495483994E-1	-2.137453079E0	2.741990805E0
6.896252690E-1	-8.442220688E-1	-2.099636316E0	2.820287704E0
6.918353850E-1	-8.298410177E-1	-2.028263569E0	2.893790960E0
6.938562170E-1	-8.170578480E-1	-1.896170735E0	2.977946758E0
6.952605000E-1	-7.952198982E-1	-1.760882139E0	3.092462778E0
6.979132550E-1	-7.334345579E-1	-1.723065257E0	3.212837696E0
6.999417170E-1	-6.418218613E-1	-1.711347342E0	3.321494579E0
7.019525630E-1	-5.432848930E-1	-1.676726222E0	3.401921988E0
7.033135770E-1	-4.500742257E-1	-1.605353594E0	3.462642193E0
7.060088320E-1	-3.637878001E-1	-1.514806032E0	3.500458956E0
7.079716150E-1	-2.849582434E-1	-1.433845997E0	3.522829533E0
7.100531400E-1	-2.050634027E-1	-1.353951097E0	3.522296906E0
7.113323080E-1	-1.257012039E-1	-1.291100502E0	3.511111736E0
7.141089480E-1	-4.420847446E-2	-1.228249907E0	3.485012770E0
7.160055770E-1	3.462109342E-2	-1.160073042E0	3.448793650E0
7.181384480E-1	1.225054115E-1	-1.123321414E0	3.410976887E0
7.196340770E-1	1.992044598E-1	-1.073253989E0	3.377953529E0
7.221399480E-1	2.732403278E-1	-1.016262293E0	3.335875750E0
7.240293080E-1	3.408846259E-1	-9.390306473E-1	3.293797731E0
7.260381150E-1	4.037352204E-1	-8.628641963E-1	3.247991323E0
7.275075000E-1	4.633900523E-1	-8.069378138E-1	3.200054407E0
7.301907550E-1	5.177185535E-1	-7.547398806E-1	3.143062830E0
7.322194090E-1	5.629922748E-1	-7.142598033E-1	3.080212116E0
7.342363710E-1	6.056028605E-1	-6.849650741E-1	3.004045725E0
7.356615770E-1	6.455502510E-1	-7.036072016E-1	2.920422554E0
7.382922940E-1	6.801713705E-1	-7.179882526E-1	2.824016094E0
