"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
6.096197690E-1	-1.835450649E0	-2.251969099E0	-1.997370869E-1
6.118247340E-1	-1.928128719E0	-2.278068066E0	-1.645833552E-1
6.138395800E-1	-2.025600433E0	-2.305232286E0	-1.374191195E-1
6.155592310E-1	-2.116147757E0	-2.329733372E0	-1.113201380E-1
6.178970030E-1	-2.206162691E0	-2.347310305E0	-8.202536404E-2
6.198020000E-1	-2.294047117E0	-2.373409271E0	-5.486112088E-2
6.219429260E-1	-2.377137661E0	-2.400573492E0	-3.408846259E-2
6.236353840E-1	-2.458630323E0	-2.428270340E0	-1.438106969E-2
6.259999640E-1	-2.535861969E0	-2.457032442E0	-1.065264456E-3
6.279549610E-1	-2.612028360E0	-2.484196663E0	8.522115648E-3
6.300311950E-1	-2.678607464E0	-2.510295630E0	1.704423130E-2
6.315377690E-1	-2.743588686E0	-2.538525105E0	2.077265643E-2
6.340238870E-1	-2.787796974E0	-2.620550632E0	2.663161233E-2
6.360043460E-1	-2.812830687E0	-2.752643347E0	3.142530099E-2
6.380198110E-1	-2.833603382E0	-2.860767603E0	3.249056637E-2
6.394562690E-1	-2.861300230E0	-2.890062571E0	2.556634694E-2
6.420768490E-1	-2.920422554E0	-2.792590857E0	2.663161233E-2
6.439791540E-1	-2.964098454E0	-2.696184397E0	3.142530099E-2
6.461228490E-1	-2.999252081E0	-2.611495733E0	4.314320907E-2
6.475680380E-1	-3.026948929E0	-2.533198833E0	5.539375171E-2
6.500155000E-1	-3.046656370E0	-2.444249392E0	6.870955974E-2
6.522090410E-1	-3.059972048E0	-2.339320660E0	8.096009493E-2
6.542203100E-1	-3.067961693E0	-2.222141743E0	9.480853379E-2
6.559344230E-1	-3.071690083E0	-2.107625723E0	1.161138266E-1
6.582770800E-1	-3.063168049E0	-1.997370839E0	1.432780623E-1
6.601952310E-1	-3.045591116E0	-1.905225515E0	1.741707325E-1
6.623076570E-1	-3.020024776E0	-1.833320141E0	2.087918371E-1
6.636500000E-1	-2.984870911E0	-1.774730563E0	2.439455539E-1
6.663650800E-1	-2.947054148E0	-1.723065257E0	2.817624509E-1
6.683548840E-1	-2.906041384E0	-1.670867324E0	3.265035450E-1
6.704113870E-1	-2.860234976E0	-1.616538763E0	3.728425503E-1
6.718211540E-1	-2.815494061E0	-1.565406084E0	4.229099751E-1
6.744049640E-1	-2.770752907E0	-1.516403913E0	4.756405652E-1
6.762556150E-1	-2.724946499E0	-1.471662879E0	5.358279943E-1
6.784011570E-1	-2.680205345E0	-1.441302776E0	5.992112756E-1
6.796301150E-1	-2.635996819E0	-1.417334318E0	6.663229465E-1
6.824587720E-1	-2.589657784E0	-1.401355386E0	7.339671850E-1
6.843650000E-1	-2.548112631E0	-1.392300606E0	8.037420511E-1
6.865058100E-1	-2.502306223E0	-1.390170097E0	8.697884083E-1
6.877910380E-1	-2.462358713E0	-1.396561742E0	9.331716895E-1
6.903444230E-1	-2.424009323E0	-1.410942793E0	9.981527925E-1
6.925923490E-1	-2.386192322E0	-1.428519607E0	1.056209683E0
6.943878460E-1	-2.353169203E0	-1.443965912E0	1.112136126E0
6.959476920E-1	-2.316417456E0	-1.459412336E0	1.164334059E0
6.986776560E-1	-2.283926964E0	-1.472195506E0	1.211205721E0
7.007069640E-1	-2.250371218E0	-1.485511303E0	1.255414128E0
7.027092330E-1	-2.213086843E0	-1.493500710E0	1.294828892E0
7.039633070E-1	-2.178465843E0	-1.500424981E0	1.329982638E0
7.067669260E-1	-2.140648842E0	-1.506816626E0	1.363538504E0
7.086536150E-1	-2.102832079E0	-1.513740778E0	1.394963861E0
7.107987720E-1	-2.063949823E0	-1.521197677E0	1.418399572E0
7.122737300E-1	-2.028263569E0	-1.523328185E0	1.442368031E0
7.148033870E-1	-1.989381313E0	-1.518001795E0	1.463673353E0
7.167115000E-1	-1.951031804E0	-1.510545015E0	1.489239693E0
7.188165790E-1	-1.916943431E0	-1.495631337E0	1.511077642E0
7.200632690E-1	-1.882322311E0	-1.474326015E0	1.533448219E0
7.228740030E-1	-1.850364327E0	-1.450890183E0	1.554220796E0
7.247970770E-1	-1.820536971E0	-1.419997573E0	1.575526118E0
7.269050410E-1	-1.790709496E0	-1.382713318E0	1.590439796E0
7.282441150E-1	-1.759284258E0	-1.337439537E0	1.598429322E0
7.307495380E-1	-1.725728393E0	-1.280980468E0	1.598961949E0
7.329904260E-1	-1.689509392E0	-1.221858382E0	1.593103051E0
7.350018100E-1	-1.647431493E0	-1.155811906E0	1.579254508E0
7.363013460E-1	-1.606951475E0	-1.088167667E0	1.560079813E0
7.390591950E-1	-1.562742949E0	-1.026914954E0	1.531850338E0
7.409891540E-1	-1.484446049E0	-9.294432402E-1	1.476989150E0
7.431049260E-1	-1.431182742E0	-8.665926456E-1	1.434378624E0
7.444361150E-1	-1.374723792E0	-8.042746782E-1	1.385909081E0
7.471623490E-1	-1.316134214E0	-7.360977530E-1	1.330515265E0
7.490939610E-1	-1.252218366E0	-6.657902598E-1	1.277784705E0
7.511933100E-1	-1.192563534E0	-5.880259871E-1	1.220260382E0
7.526070000E-1	-1.132376075E0	-5.118595958E-1	1.166464567E0
7.551875790E-1	-1.070590734E0	-4.372910559E-1	1.116929770E0
7.570834610E-1	-1.013599157E0	-3.776362538E-1	1.068992853E0
7.591840020E-1	-9.603359103E-1	-3.270362020E-1	1.029045463E0
7.604307690E-1	-9.092032313E-1	-2.876214087E-1	9.997506738E-1
7.632421560E-1	-8.644620776E-1	-2.577939928E-1	9.693906307E-1
7.651434230E-1	-8.197209835E-1	-2.354234457E-1	9.486179948E-1
7.672886950E-1	-7.776430249E-1	-2.258360684E-1	9.374327064E-1
7.685732300E-1	-7.360977530E-1	-2.141181529E-1	9.342369437E-1
7.711255000E-1	-7.004113793E-1	-2.071939409E-1	9.321063757E-1
7.733292300E-1	-6.647250056E-1	-2.050634027E-1	9.363674521E-1
7.753864640E-1	-6.327670813E-1	-2.055960447E-1	9.496832490E-1
