"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.098094122E2,-1.065757573E-1,1.880529642E0,-3.424726427E-1
4.098193712E2,-1.221361607E-1,1.815279365E0,-3.459350467E-1
4.098293302E2,-1.404893249E-1,1.734303236E0,-3.252971470E-1
4.098392892E2,-1.698002666E-1,1.650431633E0,-2.899559140E-1
4.098492492E2,-2.028793991E-1,1.560637355E0,-2.288244069E-1
4.098592082E2,-2.261024266E-1,1.463137984E0,-1.670632958E-1
4.098691672E2,-2.186820656E-1,1.361205935E0,-1.128000543E-1
4.098791272E2,-2.056614608E-1,1.282046914E0,-9.151781350E-2
4.098890862E2,-1.995146275E-1,1.237942934E0,-9.402757883E-2
4.098990453E2,-1.859248877E-1,1.185777664E0,-1.177805662E-1
4.099090042E2,-1.710023880E-1,1.114836931E0,-1.477027684E-1
4.099189642E2,-1.637884229E-1,1.012534618E0,-1.669221371E-1
4.099289232E2,-1.697062254E-1,9.054613709E-1,-1.629255414E-1
4.099388822E2,-1.759108305E-1,8.107132316E-1,-1.353551596E-1
4.099488422E2,-1.824957728E-1,7.347792983E-1,-9.854814410E-2
4.099588012E2,-1.949518472E-1,6.709706783E-1,-5.803732947E-2
4.099687602E2,-2.040249705E-1,6.285318732E-1,-2.724745870E-2
4.099787192E2,-2.081748098E-1,6.036083102E-1,-1.085811108E-2
4.099886799E2,-2.477112859E-1,6.735011339E-1,-2.380959690E-2
4.099986389E2,-2.362549901E-1,6.249771118E-1,-2.202541754E-2
4.100085979E2,-1.947136670E-1,5.728830099E-1,-1.804638840E-2
4.100185579E2,-1.638742387E-1,5.490918756E-1,-1.298904326E-2
4.100285169E2,-1.643394828E-1,5.031736493E-1,-9.336518124E-3
4.100384759E2,-1.854734719E-1,4.542747140E-1,-1.147690928E-3
4.100484349E2,-2.012590915E-1,4.104636014E-1,1.792879775E-2
4.100583949E2,-2.047124654E-1,3.666616082E-1,2.363448218E-2
4.100683539E2,-1.997004002E-1,3.150250316E-1,3.597690165E-2
4.100783129E2,-1.874807328E-1,2.534660399E-1,4.684712738E-2
4.100882729E2,-1.531659067E-1,1.513788253E-1,5.263763666E-2
4.100982319E2,-1.150905862E-1,3.061309271E-2,5.346149951E-2
4.101081909E2,-1.291648597E-1,-4.947375134E-2,3.663112223E-2
4.101181499E2,-1.522453576E-1,-1.264056116E-1,3.426051140E-2
4.101281099E2,-1.436715871E-1,-2.178836018E-1,2.629686333E-2
4.101380689E2,-1.241131574E-1,-3.240371048E-1,1.408878900E-2
4.101480279E2,-7.727587223E-2,-4.127685726E-1,-2.694984898E-3
4.101579879E2,-1.766699366E-2,-4.963471293E-1,-2.076201327E-2
4.101679469E2,3.303879499E-2,-5.815054178E-1,-3.740730509E-2
4.101779059E2,6.446315348E-2,-6.832609773E-1,-4.629332945E-2
4.101878649E2,8.816821873E-2,-7.842520475E-1,-5.012987927E-2
4.101978249E2,1.362076700E-1,-9.045374990E-1,-3.369351104E-2
4.102077839E2,2.066394836E-1,-9.765872359E-1,-1.248036884E-2
4.102177429E2,2.729530931E-1,-1.006553650E0,5.820592865E-3
4.102277029E2,3.268370926E-1,-1.035471916E0,2.774479985E-2
4.102376619E2,3.611243367E-1,-1.109908104E0,4.829056188E-2
4.102476209E2,3.444984853E-1,-1.227767944E0,6.796813011E-2
4.102575799E2,2.585017681E-1,-1.351676345E0,1.061229706E-1
4.102675399E2,1.456125230E-1,-1.481686234E0,1.793276668E-1
4.102774989E2,5.395142734E-2,-1.619875669E0,2.824688554E-1
4.102874579E2,1.070329174E-2,-1.791738153E0,3.697544932E-1
4.102974169E2,1.954355091E-2,-1.958513498E0,4.274879694E-1
4.103073769E2,2.970803902E-2,-2.134162188E0,4.647780657E-1
4.103173359E2,3.394731134E-2,-2.264416456E0,4.752494991E-1
4.103272949E2,3.775030747E-2,-2.390569925E0,4.645563662E-1
4.103372549E2,6.123557314E-2,-2.488303661E0,4.401282370E-1
4.103472139E2,9.903860837E-2,-2.568138838E0,4.029377401E-1
4.103571729E2,1.329979450E-1,-2.634526730E0,3.405538499E-1
4.103671319E2,1.665487140E-1,-2.699372530E0,2.560546994E-1
4.103770919E2,1.739893854E-1,-2.735208750E0,1.691507995E-1
4.103870509E2,1.673431993E-1,-2.705219269E0,9.921646118E-2
4.103970099E2,1.449641734E-1,-2.692463636E0,5.988704041E-2
4.104069699E2,1.378306299E-1,-2.663869143E0,4.529771209E-2
4.104169289E2,1.388124377E-1,-2.672943830E0,5.061550438E-2
4.104268879E2,1.336869150E-1,-2.630095005E0,5.341741443E-2
4.104368469E2,1.331504285E-1,-2.626132011E0,8.587550372E-2
4.104468069E2,1.470974088E-1,-2.613065243E0,1.303196698E-1
4.104567659E2,1.629840881E-1,-2.577000618E0,1.758732796E-1
4.104667249E2,1.674025357E-1,-2.528368473E0,2.250632048E-1
4.104766839E2,1.470490545E-1,-2.496519089E0,2.629104555E-1
4.104866439E2,1.249341667E-1,-2.452349663E0,2.910962999E-1
4.104966029E2,1.007418185E-1,-2.431865454E0,3.118408620E-1
4.105065619E2,8.091884851E-2,-2.377602816E0,3.102237880E-1
4.105165219E2,6.584955752E-2,-2.386824131E0,3.038377762E-1
4.105264809E2,8.544909209E-2,-2.345683098E0,2.831202447E-1
4.105364399E2,8.432676643E-2,-2.445589066E0,2.221419662E-1
4.105463989E2,9.756454080E-2,-2.444723845E0,1.492853463E-1
4.105563589E2,1.122314408E-1,-2.271635294E0,1.816418320E-1
4.105663179E2,1.287267953E-1,-2.173707247E0,2.329090238E-1
4.105762769E2,1.367215812E-1,-2.234051228E0,2.432676405E-1
4.105862359E2,1.539857835E-1,-2.274500370E0,2.612341344E-1
4.105961959E2,1.766477525E-1,-2.415633917E0,2.112195641E-1
4.106061549E2,2.326191366E-1,-2.345478296E0,2.076687664E-1
4.106161139E2,2.628726959E-1,-2.164096355E0,2.402364463E-1
4.106260739E2,2.290004939E-1,-2.067440987E0,2.595070601E-1
4.106360329E2,1.876434088E-1,-2.025434256E0,2.485264540E-1
4.106459919E2,1.793625802E-1,-1.962079287E0,2.350402027E-1
4.106559509E2,1.881603450E-1,-1.909088016E0,2.291626185E-1
4.106659109E2,2.155416310E-1,-1.865292549E0,2.268400788E-1
4.106758699E2,2.442882657E-1,-1.826342106E0,2.310526520E-1
4.106858289E2,2.553941905E-1,-1.796058774E0,2.401358932E-1
4.106957889E2,2.512283027E-1,-1.761840820E0,2.489497662E-1
4.107057479E2,2.385881245E-1,-1.715904117E0,2.559056878E-1
4.107157069E2,2.245746404E-1,-1.674913168E0,2.609551847E-1
4.107256659E2,2.158160508E-1,-1.629542232E0,2.693023086E-1
4.107356259E2,2.205456197E-1,-1.557001710E0,2.862446606E-1
4.107455849E2,2.251270562E-1,-1.470352054E0,3.110016882E-1
4.107555439E2,2.032076865E-1,-1.341719270E0,3.405856788E-1
4.107655029E2,1.601206809E-1,-1.193532705E0,3.707449138E-1
4.107754629E2,1.306023151E-1,-1.088079453E0,3.853989542E-1
4.107854219E2,1.021661460E-1,-1.123116612E0,2.637798488E-1
4.107953809E2,4.878560081E-2,-1.227004409E0,2.464169562E-1
4.108053409E2,1.112344582E-2,-1.297641516E0,2.692303956E-1
4.108152999E2,2.188293636E-2,-1.328975320E0,2.944823802E-1
4.108252589E2,6.226711348E-2,-1.344389439E0,2.987410426E-1
4.108352179E2,9.220695496E-2,-1.330932260E0,2.853959203E-1
4.108451779E2,9.406424314E-2,-1.299649119E0,2.719123363E-1
4.108551369E2,6.805764139E-2,-1.275257230E0,2.592496574E-1
4.108650959E2,3.885155171E-2,-1.219242454E0,2.489128858E-1
4.108750549E2,1.696621627E-2,-1.157093048E0,2.450331897E-1
4.108850149E2,1.743732952E-2,-1.100174904E0,2.190873325E-1
4.108949739E2,2.094524540E-2,-1.071860194E0,1.528132409E-1
4.109049329E2,5.459694937E-2,-1.090967536E0,1.501666009E-1
4.109148929E2,8.212240040E-2,-1.045109630E0,1.517489254E-1
4.109248519E2,9.122801572E-2,-9.915587902E-1,1.507803351E-1
4.109348109E2,8.664597571E-2,-9.433088899E-1,1.455148607E-1
4.109447699E2,5.428563803E-2,-8.321677446E-1,1.366310865E-1
4.109547299E2,2.973394841E-2,-8.186159730E-1,1.442366689E-1
4.109646889E2,2.285340615E-2,-7.888671160E-1,1.404049098E-1
4.109746479E2,2.777386829E-2,-7.471849322E-1,1.340166628E-1
4.109846069E2,3.321710229E-2,-6.510432363E-1,1.357778162E-1
4.109945670E2,-3.507950157E-2,-4.572578371E-1,1.237476394E-1
4.110045260E2,-3.083628602E-2,-3.960402906E-1,1.317973137E-1
4.110144850E2,-2.311697043E-2,-2.635444999E-1,1.318850666E-1
4.110244440E2,-3.406549245E-2,-1.067607701E-1,1.218393594E-1
4.110344040E2,-2.724382281E-2,-3.616273776E-2,1.203960627E-1
4.110443630E2,-8.605691604E-3,-7.242408115E-3,1.207249612E-1
4.110543220E2,-2.397692576E-2,4.769035056E-2,1.004673615E-1
4.110642820E2,-5.494815856E-2,5.788945779E-2,7.272227854E-2
4.110742410E2,-5.519400910E-2,-2.063031867E-2,7.846684009E-2
4.110842000E2,-7.565987110E-2,-3.704018518E-2,7.847510278E-2
4.110941590E2,-7.885473967E-2,-8.914165199E-2,8.732440323E-2
4.111041190E2,-7.983851433E-2,-1.283628196E-1,1.015073359E-1
4.111140780E2,-8.033578098E-2,-1.599321216E-1,1.143380329E-1
4.111240370E2,-8.079198003E-2,-1.836840510E-1,1.152568236E-1
4.111339960E2,-9.156361967E-2,-1.772352755E-1,1.174512729E-1
4.111439560E2,-1.089356840E-1,-1.538790911E-1,1.161021143E-1
4.111539150E2,-1.295227855E-1,-1.113967821E-1,1.167641729E-1
4.111638740E2,-1.497777253E-1,-5.343388021E-2,1.137851626E-1
4.111738340E2,-1.658551991E-1,1.545779873E-2,1.009655073E-1
4.111837930E2,-1.668759882E-1,8.804278821E-2,8.680361509E-2
4.111937520E2,-1.564055383E-1,1.584232450E-1,6.465649605E-2
4.112037110E2,-1.619020253E-1,2.251578122E-1,4.368862882E-2
4.112136710E2,-1.743506640E-1,2.803530693E-1,2.749954537E-2
4.112236300E2,-1.796793789E-1,3.223932087E-1,4.650156014E-3
4.112335890E2,-1.772200763E-1,3.662575185E-1,-2.067398839E-2
4.112435480E2,-1.674627811E-1,4.116116762E-1,-4.711944610E-2
4.112535080E2,-1.590250880E-1,4.682693779E-1,-6.209040433E-2
4.112634670E2,-1.655996442E-1,5.262680054E-1,-7.819107920E-2
4.112734260E2,-1.903817803E-1,5.864298940E-1,-9.362354130E-2
4.112833850E2,-2.202952057E-1,6.519702673E-1,-1.074219123E-1
4.112933450E2,-2.520206869E-1,7.203821540E-1,-1.198421046E-1
4.113033040E2,-2.734849751E-1,7.793748975E-1,-1.315536201E-1
4.113132630E2,-2.748432755E-1,8.416597247E-1,-1.378313750E-1
4.113232230E2,-2.565300465E-1,8.795402050E-1,-1.529237777E-1
4.113331820E2,-2.360706627E-1,9.074233174E-1,-1.651585847E-1
4.113431410E2,-2.145794928E-1,9.381926656E-1,-1.748077422E-1
4.113531000E2,-1.917027533E-1,9.614733458E-1,-1.837833971E-1
4.113630600E2,-1.639773846E-1,9.908349514E-1,-1.914168149E-1
4.113730190E2,-1.384670585E-1,1.014588833E0,-2.008211166E-1
4.113829780E2,-1.143175140E-1,1.040137887E0,-2.060305327E-1
4.113929370E2,-9.466549009E-2,1.057090998E0,-2.157156318E-1
4.114028970E2,-5.351778492E-2,1.074344754E0,-2.285235822E-1
4.114128560E2,-4.142745584E-2,1.085664511E0,-2.361278236E-1
4.114228150E2,-4.829947650E-2,1.129236221E0,-2.399587780E-1
4.114327740E2,-7.955953479E-2,1.186261773E0,-2.301611751E-1
4.114427340E2,-9.973111004E-2,1.247591138E0,-2.091807872E-1
4.114526930E2,-7.425178587E-2,1.279815912E0,-1.909052432E-1
4.114626520E2,-3.808578849E-2,1.276724577E0,-1.778613478E-1
4.114726110E2,-8.780322969E-3,1.275611997E0,-1.674640775E-1
4.114825710E2,1.132148225E-2,1.308247685E0,-1.516907066E-1
4.114925300E2,2.560825087E-2,1.375098944E0,-1.357516944E-1
4.115024890E2,3.066053428E-2,1.443506002E0,-1.137734279E-1
4.115124490E2,2.521034330E-2,1.502831936E0,-8.035542071E-2
4.115224080E2,9.775459766E-3,1.547677159E0,-4.860015586E-2
4.115323670E2,-8.569959551E-3,1.592914939E0,-2.378654480E-2
4.115423260E2,-1.527713053E-2,1.641181469E0,-1.730334572E-2
4.115522860E2,-1.085943356E-2,1.673002005E0,-3.130877018E-2
4.115622450E2,-3.065426135E-3,1.700134873E0,-5.076636001E-2
4.115722040E2,-3.302227333E-2,1.747220278E0,-7.890558243E-2
4.115821630E2,-2.832072973E-2,1.693338394E0,-8.485348523E-2
4.115921230E2,-2.517274208E-2,1.697362185E0,-9.371314198E-2
4.116020820E2,-3.173770010E-2,1.704305649E0,-1.045327634E-1
4.116120410E2,-5.215372145E-2,1.688841224E0,-1.096426025E-1
4.116220000E2,-7.167895138E-2,1.665268779E0,-1.052752882E-1
4.116319600E2,-6.265079975E-2,1.620219588E0,-1.010662913E-1
4.116419190E2,-5.033874139E-2,1.557709336E0,-9.587712586E-2
4.116518780E2,-4.849953949E-2,1.480422735E0,-9.448295087E-2
4.116618370E2,-3.996543959E-2,1.392922163E0,-9.344857931E-2
4.116717970E2,-2.719046921E-2,1.325446486E0,-9.332153946E-2
4.116817560E2,-2.063829452E-2,1.277293563E0,-9.541931748E-2
4.116917150E2,-2.346669324E-2,1.245590568E0,-9.842243791E-2
4.117016750E2,-3.286338970E-2,1.238531351E0,-1.087917238E-1
4.117116340E2,-4.533602670E-2,1.243707776E0,-1.169902682E-1
4.117215930E2,-5.345520750E-2,1.235707283E0,-1.202702150E-1
4.117315520E2,-4.770097136E-2,1.248624325E0,-1.150087491E-1
4.117415120E2,-2.150718309E-2,1.290963531E0,-9.990569204E-2
4.117514710E2,8.159005083E-3,1.378201485E0,-8.369221538E-2
4.117614300E2,4.910350963E-2,1.422091961E0,-6.901926547E-2
4.117713890E2,8.199737966E-2,1.451106548E0,-7.283826172E-2
4.117813490E2,1.074207127E-1,1.464880466E0,-8.735302091E-2
4.117913080E2,1.259787828E-1,1.477784991E0,-1.079445630E-1
4.118012670E2,1.504804045E-1,1.521495938E0,-1.314530969E-1
4.118112260E2,1.904046834E-1,1.563849449E0,-1.528923362E-1
4.118211860E2,1.832439750E-1,1.594556689E0,-1.548739970E-1
4.118311450E2,1.653919667E-1,1.748673201E0,-1.677181572E-1
4.118411040E2,1.775650233E-1,1.775573015E0,-1.846896857E-1
4.118510630E2,1.740899831E-1,1.698772073E0,-1.911870092E-1
4.118610230E2,1.446000040E-1,1.750509501E0,-1.942507178E-1
4.118709820E2,1.286635548E-1,1.789720416E0,-1.968932152E-1
4.118809410E2,1.504500657E-1,1.700403214E0,-1.861955673E-1
4.118909010E2,1.918127090E-1,1.646209240E0,-1.722318083E-1
4.119008600E2,2.064273357E-1,1.678231120E0,-1.604670286E-1
4.119108190E2,2.103189081E-1,1.782389879E0,-1.475034207E-1
4.119207780E2,2.176662982E-1,1.806607842E0,-1.247949302E-1
4.119307380E2,2.084124684E-1,1.848864913E0,-1.246190146E-1
4.119406970E2,1.995870173E-1,1.934907913E0,-1.252898574E-1
4.119506560E2,1.493890285E-1,1.987156630E0,-1.223372221E-1
4.119606150E2,1.079332009E-1,2.014383316E0,-1.217846125E-1
4.119705750E2,7.777346671E-2,2.014313221E0,-1.117081419E-1
4.119805340E2,6.238918006E-2,2.023501158E0,-1.107664481E-1
4.119904930E2,5.212700740E-2,2.031906605E0,-1.218065768E-1
4.120004520E2,3.377436846E-2,1.995649576E0,-1.309303045E-1
4.120104120E2,-4.111276008E-3,2.011141062E0,-1.416736394E-1
4.120203710E2,-3.974170610E-2,2.000925541E0,-1.551177949E-1
4.120303300E2,-7.196827978E-2,1.981591463E0,-1.701844931E-1
4.120402890E2,-9.068896621E-2,1.965220928E0,-1.839043051E-1
4.120502490E2,-1.096524149E-1,1.927005410E0,-1.846277565E-1
4.120602080E2,-1.306029558E-1,1.897828341E0,-1.805541962E-1
4.120701670E2,-1.378795356E-1,1.822728992E0,-1.664136052E-1
4.120801260E2,-1.443784386E-1,1.775578499E0,-1.687452048E-1
4.120900860E2,-1.707843393E-1,1.707056284E0,-1.671365052E-1
4.121000450E2,-1.969118118E-1,1.648579121E0,-1.693599820E-1
4.121100040E2,-2.026222795E-1,1.575359464E0,-1.627139449E-1
4.121199630E2,-1.991042495E-1,1.500667572E0,-1.527989954E-1
4.121299230E2,-1.945135146E-1,1.430161476E0,-1.536517292E-1
4.121398820E2,-1.812914610E-1,1.345198154E0,-1.653765738E-1
4.121498410E2,-1.710470021E-1,1.269114137E0,-1.841196269E-1
4.121598010E2,-1.866302192E-1,1.255241513E0,-2.160306871E-1
4.121697600E2,-2.019945830E-1,1.213212967E0,-2.350110412E-1
4.121797190E2,-1.761121303E-1,1.083393216E0,-2.167380303E-1
4.121896780E2,-1.418529004E-1,9.599148035E-1,-1.855566651E-1
4.121996380E2,-1.392235607E-1,8.920084238E-1,-1.660591364E-1
4.122095970E2,-1.412877738E-1,8.237761259E-1,-1.537181735E-1
4.122195560E2,-1.357739568E-1,8.021693826E-1,-1.365871280E-1
4.122295150E2,-1.124060005E-1,7.370869517E-1,-1.116633937E-1
4.122394750E2,-9.632503241E-2,7.216377258E-1,-8.853916824E-2
4.122494340E2,-6.463077664E-2,6.712054014E-1,-7.258403301E-2
4.122593930E2,-4.532605037E-2,6.803523302E-1,-6.188052893E-2
4.122693520E2,-3.420707211E-2,7.014075518E-1,-4.841931164E-2
4.122793120E2,-2.497176267E-2,6.712102294E-1,-3.369735554E-2
4.122892710E2,3.156510647E-4,6.535602212E-1,-2.005519345E-2
4.122992300E2,2.769614197E-2,6.138468981E-1,-6.377197802E-3
4.123091890E2,2.024917118E-2,5.729399920E-1,2.692999085E-3
4.123191490E2,-3.308755532E-2,5.435599685E-1,1.399572100E-2
4.123291080E2,-8.748664707E-2,4.857385159E-1,4.498651996E-2
4.123390670E2,-1.090007275E-1,3.867419064E-1,6.849744171E-2
4.123490260E2,-9.409148246E-2,2.983102202E-1,8.647538722E-2
4.123589860E2,-5.960967764E-2,2.061411291E-1,9.441053867E-2
4.123689450E2,-3.396472707E-2,9.829929471E-2,8.590094745E-2
4.123789040E2,-2.993429825E-2,-1.779508591E-2,7.874210179E-2
4.123888630E2,-3.908710182E-2,-1.329772621E-1,7.374919951E-2
4.123988230E2,-3.466732055E-2,-2.299914211E-1,6.700527668E-2
4.124087820E2,-1.519199274E-2,-3.232304156E-1,6.601962447E-2
4.124187410E2,7.261916995E-3,-4.165140390E-1,7.101145387E-2
4.124287010E2,2.783810161E-2,-4.848196805E-1,7.999125123E-2
4.124386600E2,4.692338035E-2,-5.423434377E-1,8.660973608E-2
4.124486190E2,5.425210670E-2,-6.053984761E-1,8.569147438E-2
4.124585780E2,5.285714194E-2,-6.525425911E-1,9.004041553E-2
4.124685380E2,4.018941149E-2,-6.675832272E-1,9.775201976E-2
4.124784970E2,2.845019475E-2,-6.594989300E-1,1.187265441E-1
4.124884560E2,3.909555078E-2,-6.263541579E-1,1.377125978E-1
4.124984150E2,7.809834182E-2,-6.009702682E-1,1.562495232E-1
4.125083750E2,1.280222535E-1,-5.874573588E-1,1.707385927E-1
4.125183340E2,1.496151537E-1,-6.009257436E-1,1.821755469E-1
4.125282930E2,1.438608617E-1,-6.311010122E-1,1.945894659E-1
4.125382520E2,1.199304909E-1,-6.897783875E-1,2.252091616E-1
4.125482120E2,8.704876155E-2,-7.399474382E-1,2.773128450E-1
4.125581710E2,5.245643109E-2,-8.167108893E-1,3.567738533E-1
4.125681300E2,2.551695146E-2,-9.571827650E-1,4.323190749E-1
4.125780890E2,6.681477185E-3,-1.087593436E0,4.873205423E-1
4.125880490E2,-9.574743919E-3,-1.229092836E0,5.276063085E-1
4.125980080E2,-3.044140898E-2,-1.378857017E0,5.498881936E-1
4.126079670E2,-4.849072173E-2,-1.521371245E0,5.630909204E-1
4.126179260E2,-7.778149843E-2,-1.681447506E0,5.736317039E-1
4.126278860E2,-1.001109704E-1,-1.871217847E0,5.719891191E-1
4.126378450E2,-1.261633486E-1,-2.059484482E0,5.474749804E-1
4.126478040E2,-1.441840678E-1,-2.260195255E0,4.979171157E-1
4.126577630E2,-1.442844719E-1,-2.458555460E0,4.323000014E-1
4.126677230E2,-1.312362403E-1,-2.619200945E0,3.655436337E-1
4.126776820E2,-1.129397899E-1,-2.782120943E0,3.009939492E-1
4.126876410E2,-1.075005308E-1,-2.965463877E0,2.378934026E-1
4.126976000E2,-9.722045809E-2,-3.093894482E0,1.735668778E-1
4.127075600E2,-1.109260991E-1,-3.233235598E0,1.068309993E-1
4.127175190E2,-1.326183379E-1,-3.265417099E0,5.355871841E-2
4.127274780E2,-1.652532965E-1,-3.293989420E0,1.789858565E-2
4.127374370E2,-1.723836362E-1,-3.321000099E0,-1.443857979E-2
4.127473970E2,-1.739485115E-1,-3.313070059E0,-4.383748025E-2
4.127573560E2,-1.850688010E-1,-3.248437881E0,-7.072502375E-2
4.127673150E2,-1.965821981E-1,-3.194450855E0,-1.047651470E-1
4.127772750E2,-1.738491952E-1,-3.103288412E0,-1.278246641E-1
4.127872340E2,-1.302717328E-1,-2.958397627E0,-1.357010752E-1
4.127971930E2,-7.690091431E-2,-2.784651041E0,-1.365958899E-1
4.128071520E2,-3.454968706E-2,-2.623551130E0,-1.370437294E-1
4.128171120E2,5.438475870E-3,-2.466735125E0,-1.350106746E-1
4.128270710E2,3.813844547E-2,-2.367872715E0,-1.428648680E-1
4.128370300E2,6.302062422E-2,-2.275026083E0,-1.591002941E-1
4.128469890E2,1.081782952E-1,-2.199635029E0,-1.466400176E-1
4.128569490E2,1.453174055E-1,-2.162745953E0,-1.239160672E-1
4.128669080E2,1.580695808E-1,-2.122354746E0,-1.049957871E-1
4.128768670E2,1.747558862E-1,-2.096920013E0,-7.551486045E-2
4.128868260E2,1.832894534E-1,-2.093528986E0,-4.436226562E-2
4.128967860E2,1.840356737E-1,-2.120088816E0,-1.328397542E-2
4.129067450E2,1.879724264E-1,-2.139302731E0,8.003613912E-3
4.129167040E2,1.798476577E-1,-2.134553432E0,1.403993461E-2
4.129266630E2,1.639104933E-1,-2.094216347E0,3.084767610E-2
4.129366230E2,1.596297175E-1,-2.064113855E0,3.054700419E-2
4.129465820E2,1.792332977E-1,-2.017479420E0,1.824027486E-2
4.129565410E2,1.920950264E-1,-2.010460854E0,1.553610247E-2
4.129665000E2,1.863222569E-1,-1.983511329E0,2.498178743E-2
4.129764600E2,1.885238886E-1,-1.961068153E0,4.100096971E-2
4.129864190E2,2.153602988E-1,-1.908636808E0,6.011021510E-2
4.129963770E2,2.314532548E-1,-1.938483953E0,8.824757487E-2
4.130063360E2,2.375555485E-1,-1.885979772E0,1.321631372E-1
4.130162960E2,2.558054030E-1,-1.786693096E0,1.928595006E-1
4.130262550E2,3.053250611E-1,-1.650248170E0,2.308743596E-1
4.130362140E2,3.588676453E-1,-1.581349254E0,2.466434687E-1
4.130461730E2,3.856570125E-1,-1.493184686E0,2.551211417E-1
4.130561330E2,3.839145005E-1,-1.409418106E0,2.609819472E-1
4.130660920E2,3.681056201E-1,-1.328517318E0,2.681844532E-1
4.130760510E2,3.502858877E-1,-1.250946879E0,2.762064338E-1
4.130860100E2,3.438794315E-1,-1.177781940E0,2.827932239E-1
4.130959700E2,3.578362763E-1,-1.123237729E0,2.760961652E-1
4.131059290E2,3.803074956E-1,-1.117826700E0,2.718686759E-1
4.131158880E2,3.929817379E-1,-1.091351151E0,2.759749889E-1
4.131258480E2,3.999245763E-1,-1.075994730E0,2.521821856E-1
4.131358070E2,3.953934610E-1,-1.019216657E0,2.455546409E-1
4.131457660E2,3.809474707E-1,-9.711893797E-1,2.571006715E-1
4.131557250E2,3.492404222E-1,-8.969348669E-1,2.785726786E-1
4.131656850E2,3.198849261E-1,-8.418500423E-1,3.066034913E-1
4.131756440E2,2.883123457E-1,-8.021585345E-1,3.283500671E-1
4.131856030E2,2.743001282E-1,-7.555623055E-1,3.439358175E-1
4.131955620E2,2.555354834E-1,-7.725801468E-1,3.643390834E-1
4.132055220E2,2.290948331E-1,-7.586752772E-1,3.797279000E-1
4.132154810E2,1.870605648E-1,-7.709202170E-1,3.745475113E-1
4.132254400E2,1.372064352E-1,-7.832210660E-1,3.607078791E-1
4.132353990E2,1.198692694E-1,-8.537421227E-1,3.630357385E-1
4.132453590E2,1.155751422E-1,-9.078862667E-1,3.658038378E-1
4.132553180E2,1.127364784E-1,-9.790552258E-1,3.551394641E-1
4.132652770E2,1.136992946E-1,-1.001215696E0,3.353351355E-1
4.132752360E2,1.119264290E-1,-9.875454903E-1,3.080348074E-1
4.132851960E2,6.966338307E-2,-9.193946719E-1,2.581278384E-1
4.132951550E2,6.203183159E-2,-9.314329624E-1,2.530888617E-1
4.133051140E2,3.123397194E-2,-8.563171625E-1,2.367756814E-1
4.133150730E2,-1.010517823E-3,-7.962346673E-1,2.188113332E-1
4.133250330E2,-3.701747954E-2,-7.163569331E-1,1.904920787E-1
4.133349920E2,-1.099920869E-1,-6.049435735E-1,1.431019306E-1
4.133449510E2,-9.226135910E-2,-6.412099004E-1,1.517593116E-1
4.133549100E2,-8.858752996E-2,-5.441597700E-1,1.448798329E-1
4.133648700E2,-1.077412516E-1,-4.690367877E-1,1.278948635E-1
4.133748290E2,-1.388048977E-1,-4.247465432E-1,1.079746857E-1
4.133847880E2,-1.770217568E-1,-3.744783401E-1,9.367711097E-2
4.133947470E2,-2.176762372E-1,-3.205264211E-1,8.338985592E-2
4.134047070E2,-2.596759498E-1,-2.632255554E-1,8.055570722E-2
4.134146660E2,-2.877746820E-1,-1.902458668E-1,7.879695296E-2
4.134246250E2,-3.244019747E-1,-9.251474589E-2,6.596331298E-2
4.134345840E2,-3.694829047E-1,1.153815724E-2,4.756673053E-2
4.134445440E2,-3.984851837E-1,1.075868234E-1,3.237247095E-2
4.134545030E2,-4.025416970E-1,2.032832503E-1,1.568403840E-2
4.134644620E2,-3.990121782E-1,2.819066346E-1,4.768611980E-4
4.134744210E2,-3.929787874E-1,3.559963107E-1,-1.107486617E-2
4.134843810E2,-3.796454966E-1,4.279004633E-1,-2.310810424E-2
4.134943400E2,-3.668125272E-1,4.874548614E-1,-9.895629250E-3
4.135042990E2,-3.537985384E-1,5.318586826E-1,-2.518258244E-2
4.135142590E2,-3.357425630E-1,5.882556438E-1,-4.278661311E-2
4.135242180E2,-3.186510503E-1,6.404371262E-1,-4.898643121E-2
4.135341770E2,-3.043048680E-1,6.923224330E-1,-5.077128485E-2
4.135441360E2,-2.854947746E-1,7.381869555E-1,-5.359011516E-2
4.135540960E2,-2.628962398E-1,7.826071978E-1,-6.248027831E-2
4.135640550E2,-2.430519462E-1,8.328750730E-1,-8.023504168E-2
4.135740140E2,-2.242020965E-1,8.778659701E-1,-7.949601114E-2
4.135839730E2,-1.951124668E-1,9.112392664E-1,-7.204742730E-2
4.135939330E2,-1.562289745E-1,9.447801709E-1,-6.560124457E-2
4.136038920E2,-1.232512519E-1,9.794954062E-1,-5.898554251E-2
4.136138510E2,-9.278522432E-2,1.003333330E0,-6.179251522E-2
4.136238100E2,-6.972272694E-2,1.019601345E0,-6.717368960E-2
4.136337700E2,-2.399119548E-2,1.029781222E0,-6.884961575E-2
4.136437290E2,-1.995148137E-3,1.042575836E0,-7.586013526E-2
4.136536880E2,7.420489565E-4,1.090946794E0,-8.657509834E-2
4.136636470E2,-3.611057252E-2,1.160032272E0,-9.619817138E-2
