"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.533153712E0	-1.787999916E1	-2.873999977E1	-2.213999939E1
2.541124537E0	-1.752000046E1	-2.892000008E1	-2.250000000E1
2.549354135E0	-1.776000023E1	-2.885999870E1	-2.250000000E1
2.557326191E0	-1.769999886E1	-2.868000031E1	-2.213999939E1
2.565373845E0	-1.776000023E1	-2.879999924E1	-2.231999969E1
2.573535828E0	-1.781999969E1	-2.903999901E1	-2.213999939E1
2.581610152E0	-1.757999992E1	-2.892000008E1	-2.213999939E1
2.589610499E0	-1.757999992E1	-2.915999985E1	-2.243999863E1
2.597693460E0	-1.800000000E1	-2.897999954E1	-2.255999947E1
2.605729306E0	-1.860000038E1	-2.909999847E1	-2.261999893E1
2.613913191E0	-1.865999985E1	-2.927999878E1	-2.261999893E1
2.621922999E0	-1.871999931E1	-2.945999908E1	-2.297999954E1
2.630017268E0	-1.776000023E1	-2.976000023E1	-2.273999977E1
2.638119250E0	-1.715999985E1	-2.945999908E1	-2.321999931E1
2.646207366E0	-1.679999924E1	-2.951999855E1	-2.363999939E1
2.654295827E0	-1.631999969E1	-2.921999931E1	-2.369999886E1
2.662283345E0	-1.655999947E1	-2.892000008E1	-2.369999886E1
2.670369345E0	-1.631999969E1	-2.939999962E1	-2.303999901E1
2.678372614E0	-1.589999962E1	-2.921999931E1	-2.297999954E1
2.686556981E0	-1.542000008E1	-2.915999985E1	-2.285999870E1
2.694644058E0	-1.529999924E1	-2.945999908E1	-2.292000008E1
2.702741673E0	-1.553999996E1	-2.915999985E1	-2.321999931E1
2.710844673E0	-1.559999943E1	-2.939999962E1	-2.285999870E1
2.718835942E0	-1.613999939E1	-2.963999939E1	-2.279999924E1
2.726925596E0	-1.602000046E1	-2.981999969E1	-2.310000038E1
2.734976691E0	-1.602000046E1	-3.023999977E1	-2.292000008E1
2.743004114E0	-1.626000023E1	-3.023999977E1	-2.292000008E1
2.751220250E0	-1.613999939E1	-3.042000008E1	-2.261999893E1
2.759214191E0	-1.619999886E1	-3.029999924E1	-2.219999886E1
2.767174229E0	-1.607999992E1	-3.000000000E1	-2.189999962E1
2.775412865E0	-1.619999886E1	-2.969999886E1	-2.202000046E1
2.783525134E0	-1.655999947E1	-2.939999962E1	-2.231999969E1
2.791553114E0	-1.673999977E1	-2.892000008E1	-2.202000046E1
2.799604673E0	-1.734000015E1	-2.885999870E1	-2.243999863E1
2.807707865E0	-1.752000046E1	-2.903999901E1	-2.237999916E1
2.815797442E0	-1.769999886E1	-2.897999954E1	-2.219999886E1
2.823866383E0	-1.787999916E1	-2.934000015E1	-2.237999916E1
2.831903691E0	-1.794000053E1	-2.892000008E1	-2.219999886E1
2.839995327E0	-1.835999870E1	-2.897999954E1	-2.243999863E1
2.848086442E0	-1.871999931E1	-2.861999893E1	-2.250000000E1
2.856192480E0	-1.907999992E1	-2.826000023E1	-2.268000031E1
2.864192075E0	-1.895999908E1	-2.789999962E1	-2.279999924E1
2.872273383E0	-1.877999878E1	-2.753999901E1	-2.285999870E1
2.880395980E0	-1.842000008E1	-2.771999931E1	-2.292000008E1
2.888476537E0	-1.805999947E1	-2.753999901E1	-2.273999977E1
2.896576365E0	-1.769999886E1	-2.813999939E1	-2.297999954E1
2.904609268E0	-1.794000053E1	-2.843999863E1	-2.285999870E1
2.912650960E0	-1.752000046E1	-2.868000031E1	-2.292000008E1
2.920738288E0	-1.745999908E1	-2.897999954E1	-2.285999870E1
2.928768575E0	-1.715999985E1	-2.873999977E1	-2.285999870E1
2.936930749E0	-1.559999943E1	-2.897999954E1	-2.250000000E1
2.944941498E0	-1.493999958E1	-2.934000015E1	-2.237999916E1
2.953036768E0	-1.427999973E1	-2.981999969E1	-2.285999870E1
2.961037537E0	-1.409999943E1	-3.035999870E1	-2.255999947E1
2.969137114E0	-1.415999985E1	-3.065999985E1	-2.273999977E1
2.977273537E0	-1.361999989E1	-3.059999847E1	-2.250000000E1
2.985425288E0	-1.296000004E1	-3.084000015E1	-2.273999977E1
2.993380114E0	-1.235999966E1	-3.065999985E1	-2.273999977E1
3.001447460E0	-1.193999958E1	-3.053999901E1	-2.279999924E1
3.009624672E0	-1.217999935E1	-3.071999931E1	-2.268000031E1
3.017680191E0	-1.253999996E1	-3.089999962E1	-2.226000023E1
3.025776152E0	-1.253999996E1	-3.143999863E1	-2.219999886E1
3.033918095E0	-1.253999996E1	-3.137999916E1	-2.213999939E1
3.041817883E0	-1.181999969E1	-3.107999992E1	-2.273999977E1
3.049865806E0	-1.146000004E1	-3.089999962E1	-2.292000008E1
3.058100441E0	-1.103999996E1	-3.059999847E1	-2.273999977E1
3.066133614E0	-1.175999928E1	-3.089999962E1	-2.268000031E1
3.074227421E0	-1.247999954E1	-3.113999939E1	-2.255999947E1
3.082292672E0	-1.247999954E1	-3.077999878E1	-2.237999916E1
3.090381287E0	-1.265999985E1	-3.084000015E1	-2.292000008E1
3.098484672E0	-1.205999947E1	-3.053999901E1	-2.315999985E1
3.106444114E0	-1.169999981E1	-3.047999954E1	-2.321999931E1
3.114641767E0	-1.157999992E1	-3.047999954E1	-2.327999878E1
3.122556575E0	-1.169999981E1	-3.042000008E1	-2.327999878E1
3.130678652E0	-1.169999981E1	-3.023999977E1	-2.297999954E1
3.138866364E0	-1.146000004E1	-3.005999947E1	-2.339999962E1
