"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
7.837435000E-1	1.115937424E1	-2.535459518E0	4.357447147E0
7.865770840E-1	1.134612179E1	-2.138022184E0	4.532223701E0
7.882426150E-1	1.142034245E1	-1.596932530E0	4.903325081E0
7.906374300E-1	1.137724686E1	-1.462857246E0	4.999093056E0
7.918904610E-1	1.127190113E1	-1.261744261E0	5.135562420E0
7.946933530E-1	1.125274754E1	-1.120486379E0	5.248090267E0
7.963094610E-1	1.138442898E1	-8.547300100E-1	5.406107426E0
7.987557380E-1	1.141555405E1	-7.517793179E-1	5.386953831E0
8.000782690E-1	1.139640045E1	-5.482721925E-1	5.238513470E0
8.028170070E-1	1.124317074E1	-3.184288144E-1	4.958391666E0
8.046229230E-1	1.108515358E1	-3.040636182E-1	4.853046894E0
8.068620450E-1	1.086967564E1	-5.243301988E-1	4.800374508E0
8.081052300E-1	1.042674828E1	-1.187524080E0	4.558559895E0
8.109186610E-1	1.055364132E1	-1.539471745E0	4.378994942E0
8.128048460E-1	1.169328117E1	-9.816226959E-1	4.340687752E0
8.149545000E-1	1.287841129E1	-1.029506698E-1	4.611232281E0
8.162319610E-1	1.352963352E1	5.027823448E-1	5.056553841E0
8.190381220E-1	1.344104862E1	7.757213712E-1	5.626373768E0
8.203978460E-1	1.275391293E1	9.241618514E-1	6.071695328E0
8.231684680E-1	1.191833591E1	1.005564690E0	6.349422932E0
8.244536920E-1	1.124795914E1	1.024718285E0	6.545747280E0
8.272590450E-1	1.098459721E1	1.000776291E0	6.670246124E0
